"data.key.column","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","source","target","weight"
"55704",,"interacts with","M2 (interacts with) DLS","false","interacts with","M2 (interacts with) DLS","M2","DLS","0.8702448"
"55701",,"interacts with","M2 (interacts with) VA","false","interacts with","M2 (interacts with) VA","M2","VA","0.8015151"
"55698",,"interacts with","M2 (interacts with) TeAA","false","interacts with","M2 (interacts with) TeAA","M2","TeAA","0.7935325"
"55695",,"interacts with","M2 (interacts with) GA","false","interacts with","M2 (interacts with) GA","M2","GA","0.7640982"
"55692",,"interacts with","M2 (interacts with) M1","false","interacts with","M2 (interacts with) M1","M2","M1","0.9046964"
"55689",,"interacts with","AU (interacts with) DLS","false","interacts with","AU (interacts with) DLS","AU","DLS","0.9207553"
"55686",,"interacts with","AU (interacts with) dEPn","false","interacts with","AU (interacts with) dEPn","AU","dEPn","0.793809"
"55683",,"interacts with","AU (interacts with) Clst","false","interacts with","AU (interacts with) Clst","AU","Clst","0.7865721"
"55680",,"interacts with","AU (interacts with) PC","false","interacts with","AU (interacts with) PC","AU","PC","0.7418247"
"55677",,"interacts with","AU (interacts with) VA","false","interacts with","AU (interacts with) VA","AU","VA","0.7581117"
"55674",,"interacts with","AU (interacts with) M1","false","interacts with","AU (interacts with) M1","AU","M1","0.7881348"
"55671",,"interacts with","AU (interacts with) M2","false","interacts with","AU (interacts with) M2","AU","M2","0.892956"
"55668",,"interacts with","OA (interacts with) PC","false","interacts with","OA (interacts with) PC","OA","PC","0.7354512"
"55665",,"interacts with","Vacc (interacts with) SubInn","false","interacts with","Vacc (interacts with) SubInn","Vacc","SubInn","0.7556614"
"55662",,"interacts with","Vacc (interacts with) FStr","false","interacts with","Vacc (interacts with) FStr","Vacc","FStr","0.8991532"
"55659",,"interacts with","dACC (interacts with) DLS","false","interacts with","dACC (interacts with) DLS","dACC","DLS","0.743312"
"55656",,"interacts with","dACC (interacts with) IG","false","interacts with","dACC (interacts with) IG","dACC","IG","0.7321723"
"55653",,"interacts with","dACC (interacts with) M1","false","interacts with","dACC (interacts with) M1","dACC","M1","0.8231371"
"55650",,"interacts with","dACC (interacts with) M2","false","interacts with","dACC (interacts with) M2","dACC","M2","0.823023"
"55647",,"interacts with","IL (interacts with) MSn","false","interacts with","IL (interacts with) MSn","IL","MSn","0.7860028"
"55644",,"interacts with","IL (interacts with) vEPn","false","interacts with","IL (interacts with) vEPn","IL","vEPn","0.7449649"
"55641",,"interacts with","IL (interacts with) Ech","false","interacts with","IL (interacts with) Ech","IL","Ech","0.7649492"
"55638",,"interacts with","IL (interacts with) GA","false","interacts with","IL (interacts with) GA","IL","GA","0.818684"
"55635",,"interacts with","PL (interacts with) LSN","false","interacts with","PL (interacts with) LSN","PL","LSN","0.779566"
"55632",,"interacts with","PL (interacts with) VA","false","interacts with","PL (interacts with) VA","PL","VA","0.7922319"
"55629",,"interacts with","PL (interacts with) GA","false","interacts with","PL (interacts with) GA","PL","GA","0.9392545"
"55626",,"interacts with","PL (interacts with) M1","false","interacts with","PL (interacts with) M1","PL","M1","0.8052903"
